name,team,position,overall_rating,age,college,awareness_rating,throw_power_rating,kick_return_rating,lead_block_rating,strength_rating,b_c_vision_rating,catch_in_traffic_rating,play_action_rating,pursuit_rating,plyr_assetname,medium_route_running_rating,catching_rating,acceleration_rating,spin_move_rating,height,finesse_moves_rating,spectacular_catch_rating,run_block_rating,tackle_rating,injury_rating,zone_coverage_rating,weight,plyr_birthdate,running_style_rating,deep_route_running_rating,first_name,years_pro,total_salary,trucking_rating,throw_accuracy_short_rating,juke_move_rating,play_recognition_rating,short_route_running_rating,status,last_name,jersey_num,break_sack_rating,speed_rating,run_block_power_rating,jumping_rating,toughness_rating,throw_on_the_run_rating,man_coverage_rating,stiff_arm_rating,power_moves_rating,iteration,release_rating,hit_power_rating,throw_accuracy_mid_rating,kick_accuracy_rating,pass_block_power_rating,impact_blocking_rating,stamina_rating,carrying_rating,break_tackle_rating,plyr_portrait,kick_power_rating,plyr_handedness,throw_under_pressure_rating,signing_bonus,pass_block_rating,change_of_direction_rating,press_rating,throw_accuracy_deep_rating,archetype,block_shedding_rating,run_block_finesse_rating,team_id,agility_rating,pass_block_finesse_rating,primary_key
Laken Tomlinson,Jets,LG,81,30,Duke,93,20,10,86,87,10,10,6,35,TomlinsonLaken_2507,5,20,71,10,75,10,12,83,35,95,15,323,2/9/92,Default Stride Awkward,5,Laken,7,22960000,15,6,10,20,10,published,Tomlinson,78,12,64,79,77,84,6,12,10,10,launch-ratings,12,20,6,20,82,83,91,25,5,7355,20,Right,14,17040000,81,50,10,6,G_Agile,20,85,18,59,80,2507
Logan Cooke,Jaguars,P,81,27,Mississippi St.,65,43,10,17,56,16,15,17,40,CookeLogan_13484,15,39,66,10,77,10,15,21,33,87,16,230,7/28/95,Default Stride Loose,15,Logan,4,9920000,17,26,14,16,15,published,Cooke,9,25,66,21,61,71,19,13,19,10,launch-ratings,17,25,20,92,21,24,86,41,20,9331,94,Right,18,3020000,21,47,10,16,KP_Accurate,26,21,17,52,21,13484
Matt Milano,Bills,ROLB,81,28,Boston College,88,25,10,23,77,61,44,6,88,MilanoMatt_12781,12,62,84,38,72,60,54,45,84,92,71,223,7/28/94,Default Stride Loose,6,Matt,5,14190000,39,6,51,89,22,published,Milano,58,12,83,45,84,86,6,66,54,48,launch-ratings,14,81,6,20,45,82,92,48,29,8664,20,Right,13,24810000,45,71,50,6,OLB_RunStopper,80,45,3,74,45,12781
Matt Ryan,Colts,QB,81,37,Boston College,82,85,10,20,62,60,10,88,30,RyanMatt_28325,13,32,68,32,76,10,12,26,30,98,20,217,5/17/85,Default,10,Matt,14,17600000,30,90,65,15,16,published,Ryan,2,65,69,30,55,95,85,15,45,10,launch-ratings,12,12,92,24,25,30,86,64,49,6301,25,Right,83,36300000,15,65,10,85,QB_FieldGeneral,25,20,10,66,15,28325
Nelson Agholor,Patriots,WR,81,29,USC,80,41,80,20,65,85,83,19,26,AgholorNelson_2442,82,83,91,84,72,10,86,53,21,89,22,198,5/24/93,Default Stride Loose,80,Nelson,7,14880000,51,38,88,24,80,published,Agholor,15,27,91,36,87,78,38,18,67,10,launch-ratings,79,15,33,31,10,40,85,74,82,6985,41,Right,30,5000000,24,85,10,28,WR_Playmaker,25,30,22,92,10,2442
Patrick Ricard,Ravens,FB,81,28,Maine,82,23,9,95,90,64,45,6,72,RicardPatrick_12959,43,69,75,58,75,66,40,71,79,84,58,300,5/27/94,Default Stride Loose,35,Patrick,5,6100000,68,6,62,74,54,published,Ricard,42,12,70,62,81,90,6,53,69,74,launch-ratings,42,77,6,17,46,79,88,68,56,9274,17,Right,17,5150000,67,63,36,6,FB_Blocking,72,58,25,74,41,12959
Randy Gregory,Broncos,ROLB,81,29,Nebraska,83,24,10,12,79,61,32,6,84,GregoryRandy_2529,8,43,85,49,78,86,38,45,81,84,47,258,11/23/92,Default Stride Loose,4,Randy,7,53200000,50,6,51,81,15,published,Gregory,5,12,82,45,87,64,6,35,55,78,launch-ratings,20,78,6,19,45,82,74,55,41,7152,26,Right,16,16800000,45,72,45,6,OLB_SpeedRusher,74,45,4,85,45,2529
Sebastian Joseph-Day,Chargers,LE,81,27,Rutgers,86,10,10,23,86,20,20,6,83,JosephSebastian_13466,7,21,81,17,76,53,19,45,90,88,26,310,3/21/95,Default Stride Awkward,3,Sebastian,4,16500000,20,6,24,90,15,published,Joseph-Day,69,12,73,45,77,88,6,20,26,72,launch-ratings,15,76,6,6,45,82,74,24,16,9827,8,Right,14,7500000,45,61,10,6,DE_RunStopper,83,45,8,70,45,13466
Taylor Lewan,Titans,LT,81,31,Michigan,87,16,11,87,89,35,37,6,23,LewanTaylor_10613,24,53,75,30,79,10,35,80,39,84,12,309,7/22/91,Default Stride Awkward,16,Taylor,8,66040000,40,6,30,10,34,published,Lewan,77,12,73,77,75,89,6,12,40,10,launch-ratings,40,25,6,23,80,89,89,46,10,6492,21,Right,16,23300000,83,57,10,6,OT_Agile,25,83,30,70,85,10613
Tony Pollard,Cowboys,HB,81,25,Memphis,83,25,87,30,69,83,61,10,42,PollardTony_20473,61,68,95,79,72,15,58,32,38,89,36,210,4/30/97,Short Stride High and Tight,58,Tony,3,2540000,70,21,86,29,66,published,Pollard,20,26,93,24,85,84,14,40,71,12,launch-ratings,62,30,15,10,31,34,85,89,81,9600,14,Right,12,650000,53,86,24,12,HB_ElusiveBack,30,29,11,85,32,20473
Xavier McKinney,Giants,FS,81,24,Alabama,80,25,40,14,67,62,50,6,80,McKinneyXavier_21023,10,73,90,62,72,54,66,35,73,88,84,201,8/8/98,Default Stride Loose,10,Xavier,2,3360000,37,6,71,80,10,published,McKinney,29,15,86,35,86,91,6,78,47,46,launch-ratings,20,81,6,12,35,64,96,62,38,452,15,Right,10,5040000,35,85,70,6,S_Zone,61,35,16,88,35,21023
A.J. Green,Cardinals,WR,80,34,Georgia,87,41,67,25,72,89,88,6,40,GreenAJ_10614,79,89,86,76,76,10,89,51,35,87,30,210,7/31/88,Long Stride Loose,77,A.J.,11,3500000,67,20,80,25,80,published,Green,18,27,87,37,93,82,15,23,73,10,launch-ratings,81,15,15,15,20,45,90,74,81,4372,19,Right,23,0,28,81,15,15,WR_Physical,40,35,7,83,17,10614
A.J. Dillon,Packers,HB,80,24,Boston College,79,31,25,57,84,83,44,15,33,DillonAJ_20917,44,68,87,76,72,10,52,56,29,92,17,247,5/2/98,Default Stride High and Tight,34,A.J.,2,3530000,88,20,76,15,51,published,Dillon,28,36,88,48,89,88,18,10,85,15,launch-ratings,41,28,15,12,42,53,86,94,85,716,18,Right,15,1750000,59,79,15,10,HB_PowerBack,31,39,20,79,37,20917
Anthony Harris,Eagles,SS,80,30,Virginia,86,21,30,11,59,62,63,6,80,HarrisAnthony_2888,31,74,87,57,73,40,69,25,74,87,79,202,6/4/92,Default Stride Loose,26,Anthony,7,400000,37,6,69,83,41,published,Harris,28,11,86,35,87,78,6,70,36,29,launch-ratings,30,80,6,15,35,56,91,52,48,7489,22,Right,18,1010000,25,81,70,6,S_Zone,58,35,13,87,35,2888
Antonio Gibson,Commanders,HB,80,24,Memphis,81,43,81,30,68,86,66,30,46,GibsonAntonio_21048,71,72,92,83,73,29,71,43,43,91,34,220,6/23/98,Long Stride Default,64,Antonio,2,3780000,77,39,88,31,76,published,Gibson,24,32,91,26,88,84,38,23,80,21,launch-ratings,71,43,34,14,28,36,91,80,84,297,18,Right,30,1160000,51,87,29,29,HB_ElusiveBack,38,22,26,89,28,21048
Brandon Graham,Eagles,LE,80,34,Michigan,86,12,10,23,87,52,15,6,86,GrahamBrandon_9837,8,26,80,34,74,76,20,45,80,87,29,265,4/3/88,Default Stride Loose,4,Brandon,12,3330000,37,6,47,86,15,published,Graham,55,12,76,45,77,79,6,22,48,82,launch-ratings,25,88,6,12,45,91,81,22,26,1280,14,Right,14,23890000,45,63,20,6,DE_RunStopper,81,45,13,78,45,9837
Charles Leno Jr,Commanders,LT,80,30,Boise State,83,10,10,83,86,10,52,6,29,LenoJrCharles_2003,23,25,64,10,75,30,45,82,35,98,9,307,10/9/91,Default Stride Awkward,15,Charles,8,30470000,25,6,10,26,33,published,Leno Jr,72,12,62,81,72,95,6,12,10,30,launch-ratings,35,20,6,15,88,84,92,24,14,6489,11,Right,15,11000000,86,55,10,6,OT_PassProtector,25,84,26,62,83,2003
Charvarius Ward,49ers,CB,80,26,Mid Tenn St.,84,21,42,16,64,66,55,21,70,WardCharvarius_13507,28,62,87,72,73,47,60,35,70,88,83,196,5/16/96,Short Stride Loose,21,Charvarius,4,28390000,63,16,79,81,31,published,Ward,35,33,91,35,89,79,22,79,54,41,launch-ratings,39,53,11,12,35,56,92,61,63,9951,15,Right,14,7220000,23,83,90,7,CB_Zone,46,35,15,82,35,13507
Chase Roullier,Commanders,C,80,29,Wyoming,89,15,10,86,85,18,15,6,29,RoullierChase_12771,5,27,56,12,76,12,15,83,31,87,24,312,8/23/93,Default Stride Awkward,5,Chase,5,22240000,36,6,18,14,10,published,Roullier,73,12,58,81,67,89,6,17,34,18,launch-ratings,15,38,6,22,83,84,85,22,12,8712,21,Right,14,16460000,82,54,12,6,C_PassProtector,24,85,26,66,81,12771
Cody Whitehair,Bears,LG,80,30,Kansas State,87,21,8,85,86,14,13,6,28,WhitehairCody_17694,5,24,74,9,75,16,14,84,31,91,14,316,7/11/92,Default Stride Awkward,5,Cody,6,29750000,28,6,12,16,14,published,Whitehair,65,12,70,83,65,89,6,12,18,18,launch-ratings,15,48,6,20,78,86,90,33,7,8262,20,Right,13,21730000,77,55,9,6,G_Power,32,85,1,71,76,17694
D'Andre Swift,Lions,HB,80,23,Georgia,77,38,63,33,68,83,62,17,36,SwiftDAndre_20920,66,72,92,83,68,16,58,32,31,86,13,211,1/14/99,Short Stride Default,57,D'Andre,2,3390000,76,30,87,17,72,published,Swift,32,23,90,23,93,85,28,16,80,22,launch-ratings,59,30,25,12,32,41,90,88,79,599,18,Right,19,5150000,54,89,16,15,HB_ElusiveBack,28,19,19,90,35,20920
D.J. Reed Jr,Jets,CB,80,25,Kansas State,76,22,82,13,52,72,65,6,75,ReedDJ_13159,15,73,92,70,69,37,60,35,64,88,83,193,11/11/96,Long Stride Loose,11,D.J.,4,23440000,29,15,76,78,21,published,Reed Jr,4,17,90,35,87,75,6,75,42,29,launch-ratings,14,51,10,10,35,47,93,57,61,9034,14,Right,12,9480000,35,91,87,5,CB_Zone,55,35,18,89,35,13159
David Onyemata,Saints,DT,80,29,Manitoba,85,13,10,28,89,13,15,6,82,OnyemataDavid_17829,3,41,81,11,76,68,25,45,81,91,33,300,11/13/92,Default Stride Loose,2,David,6,1040000,26,6,17,82,10,published,Onyemata,93,12,68,45,80,85,6,22,29,85,launch-ratings,12,81,6,12,45,78,76,30,10,8169,29,Right,17,5710000,44,56,10,6,DT_PowerRusher,78,45,27,70,45,17829
David Njoku,Browns,TE,80,26,Miami,76,13,40,50,72,79,82,6,37,NjokuDavid_12532,71,79,90,74,76,10,85,63,36,87,23,246,7/10/96,Long Stride High and Tight,68,David,5,22380000,72,15,77,13,73,published,Njoku,85,12,86,55,93,78,10,26,78,10,launch-ratings,73,15,10,19,62,65,88,81,77,8674,15,Right,10,28070000,64,73,10,6,TE_VerticalThreat,42,62,5,83,57,12532
Elijah Mitchell,49ers,HB,80,24,UL Lafayette,78,27,76,30,71,85,57,10,34,MitchellElijah_21629,57,69,91,78,70,12,56,36,27,86,18,201,5/2/98,Default,50,Elijah,1,3490000,78,20,86,19,64,published,Mitchell,25,26,90,18,88,81,10,13,74,11,launch-ratings,54,22,17,19,31,32,87,95,84,1177,20,Right,17,180000,51,87,16,12,HB_ElusiveBack,24,27,15,86,34,21629
Eric Rowe,Dolphins,SS,80,29,Utah,83,29,55,11,74,62,43,6,71,RoweEric_2585,11,68,90,59,73,56,63,35,70,88,77,205,10/3/92,Default,10,Eric,7,12570000,40,6,65,82,15,published,Rowe,21,10,88,35,90,80,6,79,45,38,launch-ratings,12,67,6,21,35,51,89,64,45,7304,24,Right,17,5690000,35,85,77,6,S_Hybrid,50,35,12,89,35,2585
Folorunso Fatukasi,Jaguars,DT,80,27,Connecticut,86,20,10,29,91,16,15,6,83,FatukasiFolorunso_13294,7,23,73,13,76,54,15,45,81,88,28,315,3/4/95,Long Stride Loose,3,Folorunso,4,19940000,17,6,17,89,15,published,Fatukasi,94,12,62,45,74,89,6,18,23,75,launch-ratings,15,81,6,15,45,85,78,26,10,8884,10,Right,10,9990000,45,59,12,6,DT_RunStopper,80,45,17,69,45,13294
Foyesade Oluokun,Jaguars,MLB,80,27,Yale,85,28,40,17,69,41,49,6,88,OluokunFoyesade_13468,10,71,89,32,74,49,47,35,90,89,64,229,8/2/95,Default Stride Loose,10,Foyesade,4,32500000,34,15,42,82,20,published,Oluokun,54,15,89,35,88,86,6,68,36,56,launch-ratings,15,87,10,14,35,75,86,62,26,9347,20,Right,10,12480000,35,77,63,10,MLB_FieldGeneral,70,35,17,86,35,13468
Gabriel Davis,Bills,WR,80,23,UCF,83,31,45,36,67,83,85,6,36,DavisGabriel_20935,82,86,90,74,74,10,85,55,33,91,21,210,4/1/99,Long Stride Default,84,Gabriel,2,3300000,57,15,81,18,80,published,Davis,13,24,90,37,87,88,10,14,66,10,launch-ratings,81,27,10,15,31,49,90,75,75,238,19,Left,19,680000,42,82,18,6,WR_DeepThreat,33,33,3,84,25,20935
Ja'Whaun Bentley,Patriots,MLB,80,26,Purdue,81,25,10,21,86,20,27,5,84,BentleyJaWhaun_13334,5,58,83,28,74,53,31,45,91,87,60,255,8/24/96,Default Stride Awkward,5,Ja'Whaun,4,2300000,40,5,29,81,15,published,Bentley,8,12,83,44,73,86,5,50,32,67,launch-ratings,18,86,5,14,45,83,88,45,28,9706,19,Right,10,3670000,45,71,35,5,MLB_RunStopper,77,44,22,79,45,13334
Jabrill Peppers,Patriots,FS,80,26,Michigan,81,33,86,18,73,83,63,27,77,PeppersJabrill_12531,41,76,92,83,71,46,66,35,74,85,77,213,10/4/95,Short Stride Loose,36,Jabrill,5,400000,42,30,91,82,51,published,Peppers,3,35,89,35,86,82,37,75,52,37,launch-ratings,48,87,26,18,35,62,87,67,77,8684,22,Right,29,1330000,35,82,69,22,S_Hybrid,56,35,22,88,35,12531
Jake Bailey,Patriots,P,80,25,Stanford,68,44,10,7,43,22,15,20,24,BaileyJake_20480,15,39,85,10,74,10,15,7,29,84,27,202,6/18/97,Default Stride Awkward,15,Jake,3,5750000,12,26,16,26,15,published,Bailey,7,17,82,10,80,43,23,10,15,10,launch-ratings,15,12,23,85,10,10,81,40,10,9373,94,Right,14,280000,9,56,10,17,KP_Power,23,10,22,66,10,20480
Jakobi Meyers,Patriots,WR,80,25,N.C. State,82,75,65,30,61,81,88,43,42,MeyersJakobi_20433,80,90,92,71,74,10,84,48,39,91,32,203,11/8/96,Default Stride Loose,78,Jakobi,3,3980000,50,57,82,32,81,published,Meyers,16,38,87,35,87,84,58,24,47,10,launch-ratings,72,28,52,31,30,46,90,73,73,9570,45,Right,50,0,37,84,23,48,WR_Slot,35,30,22,88,29,20433
Jamison Crowder,Bills,WR,80,29,Duke,77,48,86,25,58,87,83,17,35,CrowderJamison_2450,79,87,91,84,69,10,82,41,25,87,25,177,6/17/93,Default Stride Loose,76,Jamison,7,500000,37,32,90,20,80,published,Crowder,80,26,89,14,88,80,10,10,48,10,launch-ratings,76,12,26,30,23,45,86,74,80,7066,30,Right,26,1480000,30,92,15,29,WR_Playmaker,35,11,3,93,20,2450
Jayron Kearse,Cowboys,SS,80,28,Clemson,83,27,42,14,71,76,52,15,83,KearseJayron_17755,10,71,90,57,76,47,63,17,76,91,79,215,2/11/94,Long Stride Default,10,Jayron,6,5000000,45,15,76,81,20,published,Kearse,27,27,88,33,84,86,15,74,53,40,launch-ratings,23,77,10,18,34,60,92,72,57,8093,21,Right,10,4970000,25,77,75,10,S_Zone,57,33,11,80,33,17755
Jedrick Wills Jr,Browns,LT,80,23,Alabama,87,21,8,87,92,14,26,6,27,WillsJrJedrick_20968,13,33,69,14,76,10,22,80,29,89,17,307,5/17/99,Default Stride Awkward,7,Jedrick,2,2000000,27,6,18,26,23,published,Wills Jr,71,12,71,79,83,93,6,11,26,10,launch-ratings,18,25,6,28,83,90,88,27,8,670,19,Right,13,17700000,81,56,12,6,OT_Power,28,82,5,67,78,20968
Josh Sweat,Eagles,LE,80,25,Florida State,78,20,10,18,78,35,28,6,83,SweatJosh_13259,8,43,90,26,77,81,25,45,85,88,38,265,3/29/97,Long Stride Loose,4,Josh,4,17270000,27,6,35,74,15,published,Sweat,94,12,85,45,90,84,6,26,30,75,launch-ratings,16,77,6,12,45,86,81,39,25,9073,19,Right,18,14220000,45,70,26,6,DE_SmallerSpeedRusher,71,45,13,83,45,13259
JuJu Smith-Schuster,Chiefs,WR,80,25,USC,81,34,77,46,74,87,87,18,50,SmithSchusterJuJu_12571,80,92,91,71,73,21,88,51,43,86,45,215,11/22/96,Default,77,JuJu,5,500000,74,24,79,15,79,published,Smith-Schuster,9,22,87,37,92,95,28,37,85,15,launch-ratings,80,41,18,17,34,66,90,73,82,8729,24,Right,21,2390000,46,83,26,14,WR_Physical,28,35,9,86,30,12571
Kirk Cousins,Vikings,QB,80,34,Michigan St.,74,88,10,10,52,58,15,98,37,CousinsKirk_11215,15,22,74,45,75,10,15,14,38,94,12,202,8/19/88,Default,13,Kirk,10,45000000,28,90,52,10,15,published,Cousins,8,35,75,14,71,91,88,12,31,12,launch-ratings,15,27,89,19,13,14,88,58,48,5117,12,Right,84,22660000,13,69,10,89,QB_FieldGeneral,12,14,31,69,13,11215
Kyle Fuller,Ravens,CB,80,30,Virginia Tech,82,36,50,12,62,65,65,6,69,FullerKyle_10863,11,71,91,65,71,68,64,35,59,96,82,194,2/16/92,Short Stride Loose,4,Kyle,8,1120000,36,6,66,80,21,published,Fuller,18,10,90,35,91,87,6,79,40,54,launch-ratings,40,81,6,19,35,52,92,66,45,6423,19,Right,10,1380000,35,90,79,6,CB_Zone,50,35,25,89,35,10863
Leighton Vander Esch,Cowboys,MLB,80,26,Boise State,77,42,10,22,78,47,41,27,84,VanderEschLeighton_13139,10,62,91,39,76,54,36,45,88,87,69,256,2/8/96,Default,7,Leighton,4,1250000,49,33,55,79,15,published,Vander Esch,55,32,86,45,92,93,33,63,37,64,launch-ratings,16,81,26,15,45,84,87,56,32,9092,19,Right,28,750000,45,81,46,29,MLB_FieldGeneral,78,45,11,89,45,13139
Leonard Floyd,Rams,LOLB,80,29,Georgia,89,22,12,16,75,41,27,6,85,FloydLeonard_17554,5,55,88,33,77,80,26,45,76,94,57,240,9/8/92,Default Stride Loose,5,Leonard,6,32000000,27,6,41,87,15,published,Floyd,54,12,85,44,92,85,6,52,28,74,launch-ratings,18,77,6,19,43,77,85,41,21,8005,21,Right,14,20500000,45,70,42,6,OLB_SpeedRusher,77,44,24,84,44,17554
Logan Ryan,Buccaneers,SS,80,31,Rutgers,84,36,60,18,60,62,54,6,80,RyanLogan_1435,30,71,90,69,71,50,61,35,72,94,80,195,2/9/91,Short Stride Loose,23,Logan,9,1120000,45,6,72,84,40,published,Ryan,26,10,86,35,83,87,6,75,45,36,launch-ratings,45,67,6,22,35,58,93,66,50,6271,26,Left,10,0,35,87,80,6,S_Zone,59,35,6,88,35,1435
Montez Sweat,Commanders,RE,80,25,Mississippi St.,76,22,10,16,80,48,45,6,86,SweatMontez_20411,36,57,93,41,78,79,43,45,81,86,44,260,9/4/96,Long Stride Loose,33,Montez,3,12890000,51,6,50,78,40,published,Sweat,90,12,91,45,86,88,6,33,39,73,launch-ratings,39,80,6,16,45,81,80,56,31,9643,14,Right,10,9640000,45,71,19,6,DE_SmallerSpeedRusher,81,45,26,82,45,20411
Orlando Brown,Chiefs,LT,80,26,Oklahoma,80,25,10,75,93,15,12,6,18,BrownOrlando_13083,12,23,59,10,80,10,12,84,33,95,15,363,5/2/96,Long Stride Loose,12,Orlando,4,16660000,39,6,11,15,12,published,Brown,57,12,50,86,53,87,6,12,27,10,launch-ratings,12,36,6,13,82,88,92,28,14,8826,19,Right,15,0,80,41,10,6,OT_Power,32,83,9,59,77,13083
Penei Sewell,Lions,RT,80,21,Oregon,82,18,10,88,91,20,17,6,37,SewellPenei_21540,10,33,73,10,77,16,15,84,32,92,12,331,10/9/00,Default Stride Awkward,5,Penei,1,9220000,30,6,10,19,12,published,Sewell,58,13,69,83,70,88,6,12,25,24,launch-ratings,15,33,6,20,77,92,92,35,15,963,23,Right,14,14880000,79,58,10,6,OT_Agile,35,85,19,60,81,21540
Rasul Douglas,Packers,CB,80,27,West Virginia,87,14,52,19,73,69,68,6,64,DouglasRasul_12609,19,78,91,66,74,39,67,35,62,89,82,209,8/29/95,Default Stride Loose,12,Rasul,5,14500000,42,6,71,84,29,published,Douglas,29,13,88,35,82,79,6,79,46,30,launch-ratings,24,65,6,16,35,59,89,72,53,8535,14,Right,13,6350000,35,83,75,6,CB_Zone,45,35,20,84,35,12609
Robbie Gould,49ers,K,80,39,Penn State,72,29,10,15,25,10,10,20,21,GouldRobbie_27154,10,15,49,10,72,10,12,20,23,90,14,190,12/6/82,Default Stride Awkward,10,Robbie,17,5220000,10,35,10,19,10,published,Gould,9,17,56,16,27,65,20,11,10,10,launch-ratings,12,12,30,85,16,20,75,40,17,1275,93,Right,27,8630000,16,44,10,25,KP_Power,23,16,15,51,16,27154
Robert Tonyan,Packers,TE,80,28,Indiana St.,82,46,10,50,74,66,79,22,34,TonyanRobert_13848,70,96,90,59,77,10,83,60,39,84,15,237,4/30/94,Long Stride Loose,65,Robert,4,1450000,68,37,68,39,74,published,Tonyan,85,35,84,60,86,75,24,15,62,10,launch-ratings,77,22,33,12,53,62,83,73,59,9943,17,Right,25,1000000,56,74,25,26,TE_VerticalThreat,33,57,20,80,50,13848
Rock Ya-Sin,Raiders,CB,80,26,Temple,81,27,58,10,68,64,59,6,76,YaSinRock_20451,12,69,90,63,72,36,63,35,52,89,81,192,5/23/96,Long Stride Loose,10,Rock,3,4040000,25,6,71,78,22,published,Ya-Sin,26,13,90,35,93,87,6,84,29,24,launch-ratings,17,55,6,18,35,52,90,59,55,9694,20,Right,10,3900000,35,85,85,6,CB_MantoMan,50,35,23,86,35,20451
Rodger Saffold III,Bills,LG,80,34,Indiana,93,24,10,85,87,15,15,6,21,SaffoldIIIRodger_9804,5,41,62,22,77,15,15,86,32,87,15,325,6/6/88,Default Stride Awkward,5,Rodger,12,1000000,25,6,20,10,10,published,Saffold III,76,12,60,85,73,66,6,12,15,15,launch-ratings,20,15,6,25,75,84,89,25,10,4860,25,Right,13,5220000,76,52,10,6,G_Agile,15,88,3,67,77,9804
Steven Nelson,Texans,CB,80,29,Oregon State,84,26,65,12,74,55,48,6,79,NelsonSteven_2587,11,69,89,70,71,32,60,35,71,94,74,194,1/22/93,Default Stride Loose,10,Steven,7,4250000,20,6,72,81,16,published,Nelson,21,15,88,35,85,87,6,81,25,25,launch-ratings,15,60,6,14,35,52,92,59,55,7255,15,Right,13,4960000,35,87,83,6,CB_Slot,63,35,32,90,35,2587
Taylor Decker,Lions,LT,80,28,Ohio State,93,22,9,84,90,12,15,6,29,DeckerTaylor_17665,5,40,66,12,79,14,15,76,34,89,14,324,8/23/94,Default Stride Awkward,5,Taylor,6,29150000,20,6,11,19,23,published,Decker,68,12,63,77,72,92,6,11,15,15,launch-ratings,16,70,6,19,85,87,88,28,6,7974,18,Right,15,40850000,83,53,10,6,OT_PassProtector,26,75,19,59,81,17665
Thomas Morstead,Dolphins,P,80,36,SMU,67,35,10,14,68,10,10,20,30,MorsteadThomas_20305,10,30,64,10,76,11,12,22,14,95,15,235,3/7/86,Long Stride Awkward,10,Thomas,13,500000,10,30,10,19,10,published,Morstead,4,16,73,15,49,75,20,12,10,11,launch-ratings,12,22,30,87,15,20,90,35,9,2184,94,Right,17,550000,19,51,10,25,KP_Power,14,15,12,61,13,20305
Tim Patrick,Broncos,WR,80,28,Utah,86,36,48,38,69,74,85,6,31,PatrickTim_12903,80,88,92,72,76,10,86,55,35,91,26,210,11/23/93,Long Stride Default,81,Tim,5,23320000,58,20,78,22,81,published,Patrick,81,22,90,34,89,83,15,20,65,10,launch-ratings,78,27,15,15,20,58,88,74,69,9263,19,Right,19,9960000,43,83,17,15,WR_DeepThreat,28,30,4,85,17,12903
Trayvon Mullen Jr,Raiders,CB,80,24,Clemson,80,28,45,19,59,68,60,6,78,MullenTrayvon_20603,35,71,91,62,74,48,64,35,62,86,78,200,9/20/97,Long Stride Default,27,Trayvon,3,4970000,32,6,72,78,48,published,Mullen Jr,27,15,90,35,83,79,6,84,38,36,launch-ratings,36,60,6,11,35,51,90,64,55,9581,19,Right,13,3610000,35,86,83,6,CB_MantoMan,52,35,23,85,35,20603
Ahkello Witherspoon,Steelers,CB,79,27,Colorado,78,35,55,13,56,61,53,6,78,WitherspoonAhkello_12828,17,70,92,66,74,33,63,35,44,85,81,195,3/21/95,Default Stride Loose,10,Ahkello,5,4480000,25,6,73,76,27,published,Witherspoon,25,10,90,35,92,69,6,86,31,26,launch-ratings,24,44,6,20,35,43,89,59,44,8788,20,Right,11,3520000,35,86,73,6,CB_MantoMan,58,35,29,87,35,12828
Austin Hooper,Titans,TE,79,27,Stanford,80,26,18,55,73,79,82,6,31,HooperAustin_17645,72,80,85,59,76,17,85,66,34,91,21,254,10/29/94,Default,64,Austin,6,500000,71,15,69,22,75,published,Hooper,81,12,80,62,85,88,10,14,81,17,launch-ratings,74,27,10,19,62,68,92,75,64,8057,21,Left,15,2460000,62,72,17,6,TE_Possession,29,66,30,82,58,17645
Avonte Maddox,Eagles,CB,79,26,Pittsburgh,74,27,74,15,55,73,65,6,70,MaddoxAvonte_13332,27,69,94,66,69,39,66,40,69,85,77,184,3/31/96,Short Stride Loose,24,Avonte,4,11890000,25,6,84,76,37,published,Maddox,29,12,92,35,88,77,6,75,34,25,launch-ratings,27,61,6,10,40,45,90,62,48,8977,19,Right,10,7790000,35,97,75,6,CB_Slot,45,35,13,95,35,13332
B.J. Hill,Bengals,DT,79,26,N.C. State,78,19,10,20,89,24,20,6,84,HillBJ_13160,7,43,76,26,75,65,15,45,87,93,28,303,4/20/96,Long Stride Loose,3,B.J.,4,20000000,41,6,33,79,15,published,Hill,92,12,72,45,67,89,6,22,35,78,launch-ratings,15,81,6,12,45,85,80,43,23,8923,18,Right,15,9990000,45,61,12,6,DT_RunStopper,79,45,2,71,45,13160
Bradley Roby,Saints,CB,79,30,Ohio State,76,15,72,14,63,65,51,6,70,RobyBradley_11132,15,70,91,60,71,64,63,35,52,87,80,194,5/1/92,Default Stride Loose,10,Bradley,8,4630000,15,6,73,74,25,published,Roby,21,15,90,35,89,70,6,82,25,46,launch-ratings,35,71,6,12,35,54,89,55,65,6572,11,Right,10,5440000,35,90,83,6,CB_MantoMan,54,35,27,90,35,11132
Brett Kern,Titans,P,79,36,Toledo,67,47,10,15,45,10,10,15,25,KernBrett_28614,10,45,72,10,74,10,12,20,20,87,25,214,2/17/86,Default Stride Awkward,10,Brett,14,7950000,10,38,10,15,10,published,Kern,6,15,65,15,40,50,18,10,10,10,launch-ratings,12,12,15,89,15,15,75,45,5,1780,92,Right,18,4200000,20,56,10,15,KP_Accurate,10,15,30,72,15,28614
Bryce Hall,Jets,CB,79,24,Virginia,81,35,40,18,57,67,66,6,74,HallBryce_21263,55,70,91,62,73,46,72,35,71,90,80,202,11/5/97,Default Stride Loose,50,Bryce,2,3300000,45,6,71,83,59,published,Hall,37,10,88,35,90,83,6,77,43,42,launch-ratings,45,57,6,14,35,53,97,64,48,315,15,Right,12,310000,35,84,88,6,CB_Slot,53,35,18,86,35,21263
